CustomerID|CustomerName|Address1|Address2|City|State|PostalCode
"Resource Center for Independent Living|Lisa Witt|Resource Center for Independent Living|409 Columbia St"|Resource Center for Independent Living|409 Columbia St|||NY|13502
"Respiratory Services of WNY|Ted Ruff|Respiratory Services of WNY|80 French Rd"|Respiratory Services of WNY|80 French Rd|||NY|14227
"Revive Clinic and Spa|Lisa Witt|Revive Clinic and Spa|1850 SW Plaza Shops Ln, Ste A"|Revive Clinic and Spa|1850 SW Plaza Shops Ln, Ste A|||IA|50023-7168
"Rheumatology Care Center|John Coyle|Rheumatology Care Center|3551 Rhoads Avenue
Ste A"|Rheumatology Care Center|"3551 Rhoads Avenue
Ste A"|||PA|19073-3229
"Rimar Food Service Management|John Coyle|Rimar Food Service Management|112 South Church Street"|Rimar Food Service Management|112 South Church Street|||PA|19382
"Rimar Food Service Management|John Coyle|Rimar Food Service Management|1301 Wrights Lane East, Ste 103"|Rimar Food Service Management|1301 Wrights Lane East, Ste 103|||PA|19380
"Riverview Manor Nursing Home|Ted Ruff|Riverview Manor Nursing Home|510 5th Ave"|Riverview Manor Nursing Home|510 5th Ave|||NY|13827
"RN Esthetics & Laser Co.|Lisa Witt|RN Esthetics & Laser Co.|40 Salem St, Bldg. 3"|RN Esthetics & Laser Co.|40 Salem St, Bldg. 3|||MA|01940-2622
"Rochester Brain & Spine Neurosurgery|Lisa Witt|Rochester Brain & Spine Neurosurgery|400 Red Creek Dr - Ste 120"|Rochester Brain & Spine Neurosurgery|400 Red Creek Dr - Ste 120|||NY|14623
"Rochester Clinical Research|Lisa Witt|Rochester Clinical Research|500 Helendale Road
Suite L20"|Rochester Clinical Research|"500 Helendale Road
Suite L20"|||NY|14609
"Rochester Presbyterian Home|Ted Ruff|Rochester Presbyterian Home|256 Thurston Rd"|Rochester Presbyterian Home|256 Thurston Rd|||NY|14619
"Rochester Presbyterian Home|Ted Ruff|Creekstone|20 Crossing Creek Drive"|Creekstone|20 Crossing Creek Drive|||NY|14450
"Rochester Presbyterian Home|Ted Ruff|Memory Care Residences at Cottage Grove|48 Cottage Grove Cir"|Memory Care Residences at Cottage Grove|48 Cottage Grove Cir|||NY|14514
"ROCHESTER PSYCHIATRIC CENTER|Lisa Witt|ROCHESTER PSYCHIATRIC CENTER|1111 ELMWOOD AVE"|ROCHESTER PSYCHIATRIC CENTER|1111 ELMWOOD AVE|||NY|14620
"Rochester Regional Health System|Tony DelVecchio|Hill Haven Nursing Home|1550 Empire Blvd"|Hill Haven Nursing Home|1550 Empire Blvd|||NY|14580
"Rochester Regional Health System|Tony DelVecchio|Newark Wayne Community  Hospital|Driving Park Ave - Po Box 111"|Newark Wayne Community  Hospital|Driving Park Ave - Po Box 111|||NY|14513
"Rochester Regional Health System|Tony DelVecchio|Rochester General Hospital - Riedman Campus|100 Kings Hwy S"|Rochester General Hospital - Riedman Campus|100 Kings Hwy S|||NY|14617
"Rochester Regional Health System|Tony DelVecchio|Rochester Regional Health System|1425 Portland Ave"|Rochester Regional Health System|1425 Portland Ave|||NY|14621
"Rochester Regional Health System|Tony DelVecchio|DeMay Living Center|100 Sunset Dr"|DeMay Living Center|100 Sunset Dr|||NY|14513
"Rochester Regional Health System|Tony DelVecchio|Rgh Outpatient Dialysis|Seneca Ridge Med Complex-370 Ridge Rd E"|Rgh Outpatient Dialysis|Seneca Ridge Med Complex-370 Ridge Rd E|||NY|14621
"Rochester Regional Health System|Tony DelVecchio|Independent Living for Seniors|2066 Hudson Ave"|Independent Living for Seniors|2066 Hudson Ave|||NY|14617
"Rochester Regional Health System|Tony DelVecchio|Greater Rochester IPA|333 Humboldt St"|Greater Rochester IPA|333 Humboldt St|||NY|14610
"Rochester Regional Health System|Tony DelVecchio|Greater Rochester IPA Ambulatory Care|333 Humboldt St, Carlson Park"|Greater Rochester IPA Ambulatory Care|333 Humboldt St, Carlson Park|||NY|14610
"Rochester Regional Health System|Tony DelVecchio|Rochester General Hospital Ambulatory Infusion Center|1425 Portland Ave"|Rochester General Hospital Ambulatory Infusion Center|1425 Portland Ave|||NY|14621
"Rochester Regional Health System|Tony DelVecchio|Behavioral Health Network Ambulatory Care|490 E Ridge Rd"|Behavioral Health Network Ambulatory Care|490 E Ridge Rd|||NY|14612
"Rochester Regional Health System|Tony DelVecchio|Rochester General Long Term Care, Inc|1550 Empire Blvd"|Rochester General Long Term Care, Inc|1550 Empire Blvd|||NY|14580
"Rochester Regional Health System|Tony DelVecchio|Villages at Mill Landing - The|45 Mill Road"|Villages at Mill Landing - The|45 Mill Road|||NY|
"Rochester Regional Health System|Tony DelVecchio|Rochester General Hospital|1425 Portland Ave"|Rochester General Hospital|1425 Portland Ave|||NY|14621
"Rosary Care Center|Julie Prokop|Rosary Care Center|6832 Convent Boulevard"|Rosary Care Center|6832 Convent Boulevard|||OH|43560
"ROSE PHYSICAL THERAPY|Ted Ruff|ROSE PHYSICAL THERAPY|600 BROCKTON DRIVE, SUITE 107"|ROSE PHYSICAL THERAPY|600 BROCKTON DRIVE, SUITE 107|||NY|14094
"Roswell Park Cancer Institute|Tony DelVecchio|Roswell Park Cancer Institute|666 Elm St"|Roswell Park Cancer Institute|666 Elm St|||NY|14263
"Royal Senior Care Management LLC|Shaina Pineiro|Royal Senior Care Management LLC|15807 Biscayne Blvd"|Royal Senior Care Management LLC|15807 Biscayne Blvd|||Florida|33160-4607
"Royal Senior Care Management LLC|Shaina Pineiro|Hudson Manor Assisted Living|115 East Davis Boulevard"|Hudson Manor Assisted Living|115 East Davis Boulevard|||FL|33606
"Royal Senior Care Management LLC|Shaina Pineiro|Royal Oaks|950 Travelers Boulevard"|Royal Oaks|950 Travelers Boulevard|||SC|29485
"Royal Senior Care Management LLC|Shaina Pineiro|Oakleaf Village at Thornblade|1560 Thornblade Boulevard"|Oakleaf Village at Thornblade|1560 Thornblade Boulevard|||SC|29650
"Royal Senior Care Management LLC|Shaina Pineiro|Magnolias of Gaffney|101 Park Court"|Magnolias of Gaffney|101 Park Court|||SC|29341
"Royal Senior Care Management LLC|Shaina Pineiro|Oakmonte Village of Davie|8201 Stirling Road"|Oakmonte Village of Davie|8201 Stirling Road|||FL|33328
"Royal Senior Care Management LLC|Shaina Pineiro|Oakmonte Village Siena|991 Royal Gardens Circle"|Oakmonte Village Siena|991 Royal Gardens Circle|||FL|32746
"Royal Senior Care Management LLC|Shaina Pineiro|Oakleaf Village of Lexington|800 North Lake Drive"|Oakleaf Village of Lexington|800 North Lake Drive|||SC|29072
"Royal Senior Care Management LLC|Shaina Pineiro|The Plaza at Park Square|2940 Northwest 207th Street"|The Plaza at Park Square|2940 Northwest 207th Street|||FL|33180
"Royal Senior Care Management LLC|Shaina Pineiro|Oakmonte Village at Lake Mary|1021 Royal Gardens Circle"|Oakmonte Village at Lake Mary|1021 Royal Gardens Circle|||FL|32746
"Royal Senior Care Management LLC|Shaina Pineiro|Oakmont Village of Alamar|8201 Stirling Road"|Oakmont Village of Alamar|8201 Stirling Road|||FL|33328
"Royal Senior Care Management LLC|Shaina Pineiro|Oakmonte Cordova|1001 Royal Gardens Circle"|Oakmonte Cordova|1001 Royal Gardens Circle|||FL|32746
"Royal Senior Care Management LLC|Shaina Pineiro|Oakmont Village of Bella|8201 Stirling Road"|Oakmont Village of Bella|8201 Stirling Road|||FL|33328
"Royal Senior Care Management LLC|Shaina Pineiro|Oakmont Village of Cyrus|8201 Stirling Road"|Oakmont Village of Cyrus|8201 Stirling Road|||FL|33328
"Royal Senior Care Management LLC|Shaina Pineiro|Harbor at Harmony Crossing|923 Harmony Road"|Harbor at Harmony Crossing|923 Harmony Road|||GA|31024
"Royal Senior Care Management LLC|Shaina Pineiro|Magnolias of Easley|123 Couch Lane"|Magnolias of Easley|123 Couch Lane|||SC|29642
"Rushwood Residence IV - MCCC|Ted Ruff|Rushwood Residence IV - MCCC|549 Rush-Scottsville Rd"|Rushwood Residence IV - MCCC|549 Rush-Scottsville Rd|||NY|14543
"Ryders Health Management|John Coyle|Lighthouse Home Health Care|129 Main Street"|Lighthouse Home Health Care|129 Main Street|||NY|06475-2377
"Ryders Health Management|John Coyle|Aaron Manor Nursing and Rehab|35 S Wig Hill Rd"|Aaron Manor Nursing and Rehab|35 S Wig Hill Rd|||CT|06412
"Ryders Health Management|John Coyle|Cheshire House|3396 E. Main St"|Cheshire House|3396 E. Main St|||CT|06705
"Ryders Health Management|John Coyle|Lord Chamberlain Inc|7003 Main St"|Lord Chamberlain Inc|7003 Main St|||CT|06614
"Ryders Health Management|John Coyle|Bel-Air Manor|256 New Britain Ave"|Bel-Air Manor|256 New Britain Ave|||CT|06111
"Ryders Health Management|John Coyle|Greentree Manor Nursing and Rehab|4 Greentree Dr"|Greentree Manor Nursing and Rehab|4 Greentree Dr|||CT|06385
"Ryders Health Management|John Coyle|Mystic Manor|475 High St"|Mystic Manor|475 High St|||CT|06355
"Ryders Health Management|John Coyle|Ryders Health Management|88 Ryders Lane"|Ryders Health Management|88 Ryders Lane|||CT|06614
"Ryders Health Management|John Coyle|Douglas Manor|103 North Road"|Douglas Manor|103 North Road|||CT|06280
"Sage Harbor LLC|Lisa Witt|Sage Harbor LLC|100 Kidd Castle Wy"|Sage Harbor LLC|100 Kidd Castle Wy|||NY|14580
"Saint's Place|Ted Ruff|Saint's Place|46 S Main St"|Saint's Place|46 S Main St|||NY|14534
"Salvation Army - The|Lisa Witt|Salvation Army - The|70 Liberty Pole Wy"|Salvation Army - The|70 Liberty Pole Wy|||NY|14604
"Samaritan Keep Home|Lisa Witt|Samaritan Keep Home|133 Pratt St"|Samaritan Keep Home|133 Pratt St|||NY|13601
"SAMARITAN MEDICAL CENTER|Migration User|SAMARITAN MEDICAL CENTER|830 WASHINGTON ST"|SAMARITAN MEDICAL CENTER|830 WASHINGTON ST|||NY|13601
"Sapphire Care Management|Ted Ruff|Williamsville Suburban LLC|193 S Union Rd"|Williamsville Suburban LLC|193 S Union Rd|||NY|14221
"Sapphire Care Management|Ted Ruff|Sapphire Northtowns|2799 Sheridan Dr"|Sapphire Northtowns|2799 Sheridan Dr|||NY|14150
"Sapphire Care Management|Ted Ruff|Emerald North|1205 Delaware Ave"|Emerald North|1205 Delaware Ave|||NY|14209
"Sapphire Care Management|Ted Ruff|Emerald South|1175 Delaware Ave"|Emerald South|1175 Delaware Ave|||NY|14209
"Sapphire Care Management|Ted Ruff|Sapphire Southtowns|300 DORRANCE AVE"|Sapphire Southtowns|300 DORRANCE AVE|||NY|14220
"Sapphire Care Management|Ted Ruff|Sapphire Care Management|3008 Ave J"|Sapphire Care Management|3008 Ave J|||NY|11210
"SARATOGA CENTER|Migration User|SARATOGA CENTER|149 BALLSTON AVE"|SARATOGA CENTER|149 BALLSTON AVE|||NY|12020
"Saybrook at Haddam - The|Lisa Witt|Saybrook at Haddam - The|1556 Saybrook Rd"|Saybrook at Haddam - The|1556 Saybrook Rd|||CT|06438
"SB Psychiatric Services PLLC|Lisa Witt|SB Psychiatric Services PLLC|6080 Jericho Turnpike
Ste 312"|SB Psychiatric Services PLLC|"6080 Jericho Turnpike
Ste 312"|||NY|11725-2808
"Schofield Residence|Ted Ruff|Schofield Care Residence Adult Day Health Care Program|190 Fulton Street"|Schofield Care Residence Adult Day Health Care Program|190 Fulton Street|||NY|14204
"Schofield Residence|Ted Ruff|Schofield Residence|3333 Elmwood Ave"|Schofield Residence|3333 Elmwood Ave|||NY|14217
"Schuyler Hospital Inc|Lisa Witt|Schuyler Hospital Skilled Nursing Facility|220 Steuben St"|Schuyler Hospital Skilled Nursing Facility|220 Steuben St|||NY|14865
"Schuyler Hospital Inc|Tony DelVecchio|Schuyler Hospital Inc|220 Steuben St"|Schuyler Hospital Inc|220 Steuben St|||NY|14865
"Seneca Cayuga ARC|Lisa Witt|ARC of Seneca Cayuga|89 Prospect Atreet"|ARC of Seneca Cayuga|89 Prospect Atreet|||NY|13021
"Seneca Cayuga ARC|Lisa Witt|Seneca Cayuga ARC|1083 Waterloo Geneva Rd"|Seneca Cayuga ARC|1083 Waterloo Geneva Rd|||NY|13165
"Senior Point Assisted Living|Shaina Pineiro|Senior Point Assisted Living|294 West Hillsborough Avenue"|Senior Point Assisted Living|294 West Hillsborough Avenue|||FL|33604
"Sheehan Memorial Hospital|Tony DelVecchio|Sheehan Memorial Hospital|425 Michigan Ave"|Sheehan Memorial Hospital|425 Michigan Ave|||NY|14203
"Shire Senior Living LLC|Ted Ruff|Shire Senior Living LLC|2515 Culver Rd"|Shire Senior Living LLC|2515 Culver Rd|||NY|14609
"Silicon Valley Medical Clinic, Inc.|Lisa Witt|Silicon Valley Medical Clinic, Inc.|1113 S Park Victoria Drive"|Silicon Valley Medical Clinic, Inc.|1113 S Park Victoria Drive|||CA|95035-6942
"Sisters of Mercy Rochester|Lisa Witt|Sisters of Mercy Rochester|1437 Blossom Rd"|Sisters of Mercy Rochester|1437 Blossom Rd|||NY|14610
"Sisters of Mercy Rochester|Lisa Witt|Mercy Community Services|142 Webster Ave"|Mercy Community Services|142 Webster Ave|||NY|14609
"Sisters of St Joseph of Rochester|Lisa Witt|Sisters of St Joseph of Rochester|150 French Rd"|Sisters of St Joseph of Rochester|150 French Rd|||NY|14618
"Slocum Dickson Medical Center|Tony DelVecchio|Slocum Dickson Medical Center|1729 Burrstone Rd"|Slocum Dickson Medical Center|1729 Burrstone Rd|||NY|13413
"Smithtown Nursing Care|Lisa Witt|Smithtown Nursing Care|391 N Country Rd"|Smithtown Nursing Care|391 N Country Rd|||NY|11787
"Smooth Finishes Cosmetic Laser Center|Lisa Witt|Smooth Finishes Cosmetic Laser Center|13380 U.S. 30"|Smooth Finishes Cosmetic Laser Center|13380 U.S. 30|||PA|15642
"SOAR|John Coyle|SOAR|9150 Marshall St - Ste 2"|SOAR|9150 Marshall St - Ste 2|||PA|19114
"SOAR|John Coyle|SOAR - 22nd Street|419-421 E 22nd St"|SOAR - 22nd Street|419-421 E 22nd St|||PA|19013
"Soldiers and Sailors Memorial Hospital|John Coyle|Soldiers and Sailors Memorial Hospital|32-36 Central Ave"|Soldiers and Sailors Memorial Hospital|32-36 Central Ave|||PA|16901
"Solterra Care Centers|John Coyle|Princeton Health and Rehab Center|1333 West Main Street"|Princeton Health and Rehab Center|1333 West Main Street|||KY|42445
"Solterra Care Centers|John Coyle|Mills Health and Rehab Center|500 Beck Lane"|Mills Health and Rehab Center|500 Beck Lane|||KY|42066
"Solterra Care Centers|John Coyle|Creekwood Place Nursing and Rehab Center|107 Boyles Drive"|Creekwood Place Nursing and Rehab Center|107 Boyles Drive|||KY|42276
"Solterra Care Centers|John Coyle|Solterra Care Centers|300 Provider Court"|Solterra Care Centers|300 Provider Court|||KY|40475
"Southern Tier Environments for Living, Inc.|Ted Ruff|Southern Tier Meadow|4883 West Main Street"|Southern Tier Meadow|4883 West Main Street|||NY|14063
"Southern Tier Environments for Living, Inc.|Ted Ruff|Southern Tier Environments for Living, Inc.|715 Central Avenue"|Southern Tier Environments for Living, Inc.|715 Central Avenue|||NY|14048
"Southside Medical Supply|Lisa Witt|Southside Medical Supply|1815 Clinton Ave S - Ste 05"|Southside Medical Supply|1815 Clinton Ave S - Ste 05|||NY|14618
"Spring Creek|Lisa Witt|Spring Creek|949 Willoughby Ave"|Spring Creek|949 Willoughby Ave|||NY|11221
"Spring Oak Assisted Living @ Vineland|John Coyle|Spring Oak Assisted Living @ Vineland|1610 S Main Rd"|Spring Oak Assisted Living @ Vineland|1610 S Main Rd|||NJ|08361
"Spring Oak Assisted Living @ Voorhees|John Coyle|Spring Oak Assisted Living @ Voorhees|396 S White Horse Pk"|Spring Oak Assisted Living @ Voorhees|396 S White Horse Pk|||NJ|8009
"Spring Oak Assisted Living at Forked River|John Coyle|Spring Oak Assisted Living at Forked River|601 N Main St"|Spring Oak Assisted Living at Forked River|601 N Main St|||NJ|08731
"Spring View Health and Rehab Center|John Coyle|Spring View Health and Rehab Center|Goodwin Road"|Spring View Health and Rehab Center|Goodwin Road|||KY|42754
"St. Anne's Retirement Communities|John Coyle|St. Anne's Retirement Communities|3952 Columbia Avenue"|St. Anne's Retirement Communities|3952 Columbia Avenue|||PA|17512
"St. Mark's Terrace Senior Citizens|Ted Ruff|St. Mark's Terrace Senior Citizens|110 Chapel Street"|St. Mark's Terrace Senior Citizens|110 Chapel Street|||NY|14527
"St Ann's Community|Ted Ruff|St. Ann's Community at The Greens|1 West Ave"|St. Ann's Community at The Greens|1 West Ave|||NY|14482
"St Ann's Community|Ted Ruff|Cherry Ridge|900 Cherry Ridge Blvd"|Cherry Ridge|900 Cherry Ridge Blvd|||NY|14580
"St Ann's Community|Ted Ruff|St Ann's Community|1500 Portland Ave"|St Ann's Community|1500 Portland Ave|||NY|14621
"St Ann's Community|Ted Ruff|Chapel Oaks|1550 Portland Ave"|Chapel Oaks|1550 Portland Ave|||NY|14621
"St Camillus Health & Rehab Center|Lisa Witt|St Camillus Health & Rehab Center|813 Fay Rd"|St Camillus Health & Rehab Center|813 Fay Rd|||NY|13219
"Stern Therapy Consultants, LLC|John Coyle|Carmi Manor Rehabilitation|615 West Webb Street"|Carmi Manor Rehabilitation|615 West Webb Street|||IL|62821
"Stern Therapy Consultants, LLC|John Coyle|Paramount Rehab & Nursing|2611 South Dearborn Street"|Paramount Rehab & Nursing|2611 South Dearborn Street|||WA|98144
"Stern Therapy Consultants, LLC|John Coyle|Northwoods Center for Rehab|7 Keeler Ave"|Northwoods Center for Rehab|7 Keeler Ave|||NY|13118
"Stern Therapy Consultants, LLC|John Coyle|Stern Therapy Consultants, LLC|26 Firemens Memorial Drive
Suite 205"|Stern Therapy Consultants, LLC|"26 Firemens Memorial Drive
Suite 205"|||NY|10970
"Stern Therapy Consultants, LLC|John Coyle|Gallatin Manor Rehab and Nursing|900 West Race Street"|Gallatin Manor Rehab and Nursing|900 West Race Street|||IL|62979
"Steuben County|Peter Knappen|Steuben County Public Health|3 E Pulteney Sq"|Steuben County Public Health|3 E Pulteney Sq|||NY|14810
"Steuben County Healthcare Facility|Lisa Witt|Steuben County Healthcare Facility|7009 Rumsey St Ext"|Steuben County Healthcare Facility|7009 Rumsey St Ext|||NY|14810
"Steuben County Mental Health Center|Lisa Witt|Steuben County Special Children's Services|3 E Pulteney Sq"|Steuben County Special Children's Services|3 E Pulteney Sq|||NY|14810
"Steuben County Mental Health Center|Lisa Witt|Steuben County Mental Health Center|115 Liberty St"|Steuben County Mental Health Center|115 Liberty St|||NY|14810
"St James Mercy Health|Tony DelVecchio|St James Mercy Health|411 Canisteo St"|St James Mercy Health|411 Canisteo St|||NY|14843
"St John's Health Care Corp|Ted Ruff|St John's Meadows|1 Johnsarbor Dr W"|St John's Meadows|1 Johnsarbor Dr W|||NY|14620
"St John's Health Care Corp|Ted Ruff|SJH Community Services, Inc. - Brickstone|1325 Elmwood Ave"|SJH Community Services, Inc. - Brickstone|1325 Elmwood Ave|||NY|14620
"St John's Health Care Corp|Ted Ruff|St John's Penfield Homes Corporation (Greenhouse)|75 Sonoma St"|St John's Penfield Homes Corporation (Greenhouse)|75 Sonoma St|||NY|14450
"St John's Health Care Corp|Ted Ruff|St John's Health Care Corp|150 Highland Ave"|St John's Health Care Corp|150 Highland Ave|||NY|14620
"St Joseph's Addiction Treatment & Recovery Center|Lisa Witt|Rose Hill Treatment Center|100 County Route 43"|Rose Hill Treatment Center|100 County Route 43|||NY|13662-4104
"St Joseph's Addiction Treatment & Recovery Center|Lisa Witt|St Joseph's Addiction Treatment & Recovery Center|159 Glenwood Dr  - Po Box 470"|St Joseph's Addiction Treatment & Recovery Center|159 Glenwood Dr  - Po Box 470|||NY|12983
"St Joseph's Hospital|Lisa Witt|St Joseph's Hospital SNF|555 St Joseph's Blvd"|St Joseph's Hospital SNF|555 St Joseph's Blvd|||NY|14902
"St Joseph's Hospital|Tony DelVecchio|St Joseph's Hospital|555 St Joesph's Blvd"|St Joseph's Hospital|555 St Joesph's Blvd|||NY|14901
"St Joseph Center for Spirituality|Lisa Witt|St Joseph Center for Spirituality|4975 Strickler Rd"|St Joseph Center for Spirituality|4975 Strickler Rd|||NY|14031
"ST LAWRENCE PSYCHIATRIC CTR|Migration User|ST LAWRENCE PSYCHIATRIC CTR|1 CHIMNEY POINT DR"|ST LAWRENCE PSYCHIATRIC CTR|1 CHIMNEY POINT DR|||NY|13669
"St Regis Mohawk Health Services|Lisa Witt|Let's Get Healthy Program|66 Margaret Terrance Memorial Way"|Let's Get Healthy Program|66 Margaret Terrance Memorial Way|||NY|13655
"St Regis Mohawk Health Services|Lisa Witt|Akwesasne Group Home|35 Library Rd"|Akwesasne Group Home|35 Library Rd|||NY|13655
"Strong Memorial Hospital|Tony DelVecchio|Visiting Nurse Services- Home Care & Hospice Care|2180 Empire Blvd"|Visiting Nurse Services- Home Care & Hospice Care|2180 Empire Blvd|||NY|14580
"Strong Memorial Hospital|Tony DelVecchio|Strong Memorial Hospital|601 Elmwood Ave"|Strong Memorial Hospital|601 Elmwood Ave|||NY|14642
"Strong Memorial Hospital|John Coyle|Lakeside Health System|156 WEST AVE"|Lakeside Health System|156 WEST AVE|||NY|14420
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - North Blossom|830 North Blossom Road"|Suburban Adult Services Inc - SASI - North Blossom|830 North Blossom Road|||NY|14059
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Darien Road|11163 Darien Road"|Suburban Adult Services Inc - SASI - Darien Road|11163 Darien Road|||NY|14139
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Genesee Road|10220 Genesee Rd"|Suburban Adult Services Inc - SASI - Genesee Road|10220 Genesee Rd|||NY|14055
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Glenwood|2 Glenwood"|Suburban Adult Services Inc - SASI - Glenwood|2 Glenwood|||NY|14009
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Heiler Drive|36 Heiler Drive"|Suburban Adult Services Inc - SASI - Heiler Drive|36 Heiler Drive|||NY|14052
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Holland - Glenwood|10530 Holland -Glenwood Road"|Suburban Adult Services Inc - SASI - Holland - Glenwood|10530 Holland -Glenwood Road|||NY|14080
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - K Street|3277 K Street"|Suburban Adult Services Inc - SASI - K Street|3277 K Street|||NY|14173
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - 13333 Rte 39|13333 Route 39"|Suburban Adult Services Inc - SASI - 13333 Rte 39|13333 Route 39|||NY|03202
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - 13335 Rte 39|13335 Route 39"|Suburban Adult Services Inc - SASI - 13335 Rte 39|13335 Route 39|||NY|14030
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - 9628 Dake Hill Roa|9628 Dake Hill Road"|Suburban Adult Services Inc - SASI - 9628 Dake Hill Roa|9628 Dake Hill Road|||NY|14719
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI|960 W Maple Ct"|Suburban Adult Services Inc - SASI|960 W Maple Ct|||NY|14059
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Rte 39|13339 Rt 39"|Suburban Adult Services Inc - SASI - Rte 39|13339 Rt 39|||NY|14134
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Indian Church Road|441 Indian Church Rd"|Suburban Adult Services Inc - SASI - Indian Church Road|441 Indian Church Rd|||NY|14224
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - King Street -|118 King St"|Suburban Adult Services Inc - SASI - King Street -|118 King St|||NY|14052
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Rte 16|11976 Rte 16"|Suburban Adult Services Inc - SASI - Rte 16|11976 Rte 16|||NY|14173
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Union Road|950A Union Rd - Ste 328"|Suburban Adult Services Inc - SASI - Union Road|950A Union Rd - Ste 328|||NY|14224
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - George Street|6 George St"|Suburban Adult Services Inc - SASI - George Street|6 George St|||NY|14042
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - 8328 Erie Road|8328 Erie Road"|Suburban Adult Services Inc - SASI - 8328 Erie Road|8328 Erie Road|||NY|14005
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - School View Road|3000 School View Rd"|Suburban Adult Services Inc - SASI - School View Road|3000 School View Rd|||NY|14057
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Church Street|70 Church St"|Suburban Adult Services Inc - SASI - Church Street|70 Church St|||NY|14052
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Porterville Road|690 Porterville Rd"|Suburban Adult Services Inc - SASI - Porterville Road|690 Porterville Rd|||NY|14052
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - 42 N Main Street|42 N Main St"|Suburban Adult Services Inc - SASI - 42 N Main Street|42 N Main St|||NY|14042
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - 44-1-2 N Main Street|44-1-2 N Main St"|Suburban Adult Services Inc - SASI - 44-1-2 N Main Street|44-1-2 N Main St|||NY|14042
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Date Hill Road|9629 Datehill Rd"|Suburban Adult Services Inc - SASI - Date Hill Road|9629 Datehill Rd|||NY|14719
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Herr Road|404 Herr Rd"|Suburban Adult Services Inc - SASI - Herr Road|404 Herr Rd|||NY|14006
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Shirley Road|2098 Shirley Rd"|Suburban Adult Services Inc - SASI - Shirley Road|2098 Shirley Rd|||NY|14111
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Ransom Road|460 Ransom Rd"|Suburban Adult Services Inc - SASI - Ransom Road|460 Ransom Rd|||NY|14086
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Paxon Road|3121 Paxon Rd"|Suburban Adult Services Inc - SASI - Paxon Road|3121 Paxon Rd|||NY|14057
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Dake Hill Road|9626 Dake Hill Rd"|Suburban Adult Services Inc - SASI - Dake Hill Road|9626 Dake Hill Rd|||NY|14719
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Cain Road|1802 Cain Rd"|Suburban Adult Services Inc - SASI - Cain Road|1802 Cain Rd|||NY|14047
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - S Main Street|8695 S Main St"|Suburban Adult Services Inc - SASI - S Main Street|8695 S Main St|||NY|14057
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - Abbott Road|3050 Abbott Rd"|Suburban Adult Services Inc - SASI - Abbott Road|3050 Abbott Rd|||NY|14127
"Suburban Adult Services Inc - SASI|Ted Ruff|Suburban Adult Services Inc - SASI - 8625 S Main Street|8625 S Main St"|Suburban Adult Services Inc - SASI - 8625 S Main Street|8625 S Main St|||NY|14057
